1957020624,0,0,0,0,1,0,0,0,0,0,0,0,0
1957020702,0,0,0,0,0,0,0,0,0,1,0,0,0
1957020861,0,0,0,1,0,0,0,0,0,0,0,0,0
1957021039,0,0,0,0,1,0,0,0,0,0,0,0,0
1957021224,0,0,0,1,0,0,0,0,0,0,0,0,0
1957021305,0,1,0,0,0,0,0,0,0,0,0,0,0
1957021321,0,0,0,0,0,1,0,0,0,0,0,0,0
1957021486,0,0,0,0,0,0,0,0,1,0,0,0,0
1957021631,0,0,0,1,0,0,0,0,0,0,0,0,0
1957022610,0,0,0,0,1,0,0,0,0,0,0,0,0
1957022799,0,0,0,0,0,1,0,0,0,0,0,0,0
1957023061,0,0,0,0,0,1,0,0,0,0,0,0,0
1957023133,0,0,0,0,1,0,0,0,0,0,0,0,0
1957023263,0,0,0,0,0,0,0,0,1,0,0,0,0
1957023739,0,0,0,0,0,0,0,0,1,0,0,0,0
1957023842,0,0,0,1,0,0,0,0,0,0,0,0,0
1957023917,0,0,0,1,0,0,0,0,0,0,0,0,0
1957024334,0,0,0,0,1,0,0,0,0,0,0,0,0
1957025428,0,1,0,0,0,0,0,0,0,0,0,0,0
1957026475,0,1,0,0,0,0,0,0,0,0,0,0,0
1957027495,0,1,0,0,0,0,0,0,0,0,0,0,0
1957027630,0,1,0,0,0,0,0,0,0,0,0,0,0
1957027687,0,0,0,1,0,0,0,0,0,0,0,0,0
1957027841,1,0,0,0,0,0,0,0,0,0,0,0,0
1957028656,0,0,0,0,0,1,0,0,0,0,0,0,0
1957028775,0,0,0,0,1,0,0,0,0,0,0,0,0
1957028895,0,1,0,0,0,0,0,0,0,0,0,0,0
1957029111,0,1,0,0,0,0,0,0,0,0,0,0,0
1957029634,0,0,0,0,0,1,0,0,0,0,0,0,0
1957029641,0,0,0,0,1,0,0,0,0,0,0,0,0
1957029899,0,0,0,1,0,0,0,0,0,0,0,0,0
1957030196,0,0,0,0,1,0,0,0,0,0,0,0,0
1957030545,0,1,0,0,0,0,0,0,0,0,0,0,0
1957030596,0,0,0,1,0,0,0,0,0,0,0,0,0
1957030622,0,0,0,0,0,0,0,0,1,0,0,0,0
1957030793,0,0,0,1,0,0,0,0,0,0,0,0,0
1957031520,0,0,0,0,1,0,0,0,0,0,0,0,0
1957031859,0,0,0,0,0,0,0,1,0,0,0,0,0
1957032014,0,0,0,1,0,0,0,0,0,0,0,0,0
1957032051,0,0,0,1,0,0,0,0,0,0,0,0,0
1957032114,0,0,0,0,0,1,0,0,0,0,0,0,0
1957032127,0,0,0,1,0,0,0,0,0,0,0,0,0
1957032228,0,1,0,0,0,0,0,0,0,0,0,0,0
1957032539,0,0,0,0,1,0,0,0,0,0,0,0,0
1957033043,0,0,0,0,0,0,0,0,0,1,0,0,0
1957033103,0,0,0,0,1,0,0,0,0,0,0,0,0
