1960161991,0,0,0,1,0,0,0,0,0,0,0,0,0
1960162032,0,0,0,1,0,0,0,0,0,0,0,0,0
1960162423,0,1,0,0,0,0,0,0,0,0,0,0,0
1960163033,0,0,0,0,0,1,0,0,0,0,0,0,0
1960163075,0,0,0,0,1,0,0,0,0,0,0,0,0
1960164268,0,0,0,0,1,0,0,0,0,0,0,0,0
1960164604,0,0,1,0,0,0,0,0,0,0,0,0,0
1960164777,0,0,0,0,0,0,0,0,0,1,0,0,0
1960165478,0,0,0,1,0,0,0,0,0,0,0,0,0
1960165500,0,0,0,0,1,0,0,0,0,0,0,0,0
1960165822,0,1,0,0,0,0,0,0,0,0,0,0,0
1960166165,0,1,0,0,0,0,0,0,0,0,0,0,0
1960166403,0,0,0,0,1,0,0,0,0,0,0,0,0
1960166730,0,0,0,0,0,0,0,0,0,1,0,0,0
1960167127,0,1,0,0,0,0,0,0,0,0,0,0,0
1960167394,0,0,0,0,0,0,0,0,1,0,0,0,0
1960167488,0,0,0,0,1,0,0,0,0,0,0,0,0
1960167902,0,0,0,1,0,0,0,0,0,0,0,0,0
1960168026,0,0,0,0,1,0,0,0,0,0,0,0,0
1960168132,0,0,0,1,0,0,0,0,0,0,0,0,0
1960168291,0,0,0,0,1,0,0,0,0,0,0,0,0
1960168482,0,0,0,0,0,0,0,0,1,0,0,0,0
1960168502,0,0,0,0,0,0,0,0,0,1,0,0,0
1960168536,0,0,1,0,0,0,0,0,0,0,0,0,0
1960168797,0,1,0,0,0,0,0,0,0,0,0,0,0
1960168925,0,0,0,0,0,1,0,0,0,0,0,0,0
1960169021,0,0,0,0,0,1,0,0,0,0,0,0,0
1960169342,0,0,0,0,1,0,0,0,0,0,0,0,0
1960169489,0,0,0,0,0,1,0,0,0,0,0,0,0
1960169610,0,0,0,0,1,0,0,0,0,0,0,0,0
1960169784,0,0,0,0,0,0,0,0,1,0,0,0,0
1960170610,0,0,0,0,0,1,0,0,0,0,0,0,0
1960170962,0,1,0,0,0,0,0,0,0,0,0,0,0
1960190407,0,1,0,0,0,0,0,0,0,0,0,0,0
1960190470,0,0,0,0,1,0,0,0,0,0,0,0,0
1960190630,0,0,0,0,0,0,0,0,1,0,0,0,0
1960191045,0,0,0,0,0,0,0,0,0,1,0,0,0
1960191284,0,0,0,0,1,0,0,0,0,0,0,0,0
1960192012,0,0,0,1,0,0,0,0,0,0,0,0,0
1960192441,0,0,0,1,0,0,0,0,0,0,0,0,0
1960192464,0,0,0,0,1,0,0,0,0,0,0,0,0
1960192806,1,0,0,0,0,0,0,0,0,0,0,0,0
1960192821,0,0,0,0,1,0,0,0,0,0,0,0,0
1960192921,0,0,0,0,0,0,1,0,0,0,0,0,0
1960193477,0,0,0,0,1,0,0,0,0,0,0,0,0
1960193716,0,0,0,0,1,0,0,0,0,0,0,0,0
1960194070,0,0,0,0,0,0,0,0,0,0,0,1,0
1960194171,0,1,0,0,0,0,0,0,0,0,0,0,0
1960194451,0,0,0,1,0,0,0,0,0,0,0,0,0
1960194630,0,0,1,0,0,0,0,0,0,0,0,0,0
1960194707,0,0,0,1,0,0,0,0,0,0,0,0,0
1960195075,0,1,0,0,0,0,0,0,0,0,0,0,0
1960195099,0,0,0,0,0,0,0,0,0,0,0,1,0
1960195679,0,1,0,0,0,0,0,0,0,0,0,0,0
1960196306,0,0,0,0,1,0,0,0,0,0,0,0,0
1960196628,0,0,0,0,0,0,0,0,1,0,0,0,0
1960197220,0,0,0,0,1,0,0,0,0,0,0,0,0
1960197522,0,1,0,0,0,0,0,0,0,0,0,0,0
1960197672,0,0,0,0,1,0,0,0,0,0,0,0,0
1960197782,0,0,0,0,0,0,0,0,0,0,1,0,0
1960198264,0,0,0,0,0,0,0,1,0,0,0,0,0
1960198368,0,0,0,1,0,0,0,0,0,0,0,0,0
1960198392,0,1,0,0,0,0,0,0,0,0,0,0,0
1960198566,0,1,0,0,0,0,0,0,0,0,0,0,0
1960198609,0,0,0,0,1,0,0,0,0,0,0,0,0
1960198631,0,1,0,0,0,0,0,0,0,0,0,0,0
1960198781,0,0,0,1,0,0,0,0,0,0,0,0,0
1960198996,0,0,0,1,0,0,0,0,0,0,0,0,0
1960199422,0,0,0,0,0,0,0,0,0,1,0,0,0
1960199499,0,0,0,1,0,0,0,0,0,0,0,0,0
1960200131,0,0,0,0,1,0,0,0,0,0,0,0,0
1960200429,0,0,0,0,1,0,0,0,0,0,0,0,0
1960200942,0,0,0,0,1,0,0,0,0,0,0,0,0
1960200977,0,0,0,0,0,1,0,0,0,0,0,0,0
1960201189,0,0,0,0,0,0,0,0,1,0,0,0,0
1960202183,0,0,0,0,0,1,0,0,0,0,0,0,0
1960202541,0,0,0,1,0,0,0,0,0,0,0,0,0
1960202575,0,0,0,0,0,0,0,0,1,0,0,0,0
1960202687,0,1,0,0,0,0,0,0,0,0,0,0,0
